"find_id","specialist_id","year","speciality"
934,26,,
935,26,,
1712,26,,
1713,26,,
1714,26,,
1715,26,,
1719,26,,
1720,26,,
1723,26,,
1725,26,,
1726,26,,
1727,26,,
1728,26,,
1732,26,,
1734,26,,
1735,26,,
1738,26,,
1739,26,,
1741,26,,
1743,26,,
1744,26,,
1745,26,,
1747,26,,
1749,26,,
1750,26,,
1751,26,,
1752,26,,
1753,26,,
1755,26,,
1756,26,,
1759,26,,
1760,26,,
1769,26,,
1774,26,,
1850,26,,
2765,26,,
3543,26,,
3852,26,,
4314,26,,
4317,26,,
4318,26,,
4346,26,,
4396,26,,
4397,26,,
4409,26,,
4415,26,,
4458,26,,
4459,26,,
4479,26,,
4480,26,,
4497,26,,
4498,26,,
4499,26,,
4500,26,,
4527,26,,
4528,26,,
4533,26,,
4534,26,,
4535,26,,
4541,26,,
4542,26,,
4543,26,,
4544,26,,
4545,26,,
4554,26,,
4555,26,,
4561,26,,
4564,26,,
4882,26,,
4883,26,,
4884,26,,
4885,26,,
4886,26,,
4887,26,,
4888,26,,
4889,26,,
4890,26,,
4891,26,,
4892,26,,
4893,26,,
4894,26,,
4895,26,,
4896,26,,
4897,26,,
4898,26,,
4899,26,,
4900,26,,
4901,26,,
4902,26,,
4903,26,,
4904,26,,
4905,26,,
4906,26,,
4907,26,,
4908,26,,
4909,26,,
4910,26,,
4911,26,,
4912,26,,
4913,26,,
4914,26,,
4915,26,,
4916,26,,
4917,26,,
4918,26,,
4919,26,,
4920,26,,
4921,26,,
4922,26,,
4923,26,,
4924,26,,
4925,26,,
